input_name,author_name,orcid,work_openalex_id,title,year,venue,doi,cited_by_count,type,openalex_url,counts_by_year,fwci,is_in_top_10_percent
"Cavaliere, Miguel A.",Miguel A. Cavaliere,0000-0001-9880-5998,https://openalex.org/W4312310272,Numerical Modeling and Experimental Validation of the Wetting Front Kinematics Using the Temperature Reconstruction Method,2022,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4291378,0,article,https://openalex.org/W4312310272,[],,
"Cavaliere, Miguel A.",Miguel A. Cavaliere,0000-0001-9880-5998,https://openalex.org/W4413045760,DESARROLLO DE UN NUEVO MODELO DE SET-UP DE RODILLOS CANTEADORES PARA UN LAMINADOR EN CALIENTE DE PRODUCTOS PLANOS,2003,,https://doi.org/10.5151/2594-5297-la3466-11797,0,article,https://openalex.org/W4413045760,[],0.0,False
"Cavaliere, Miguel A.",Miguel A. Cavaliere,0000-0001-9880-5998,https://openalex.org/W4417173396,Análisis Energético del Proceso de Desorción en Reactores,2025,Mecánica Computacional,https://doi.org/10.70567/mc.v42.ocsid8547,0,article,https://openalex.org/W4417173396,[],0.0,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2006197769,Homology modeling in drug discovery: current trends and applications,2009,Drug Discovery Today,https://doi.org/10.1016/j.drudis.2009.04.006,487,review,https://openalex.org/W2006197769,"[{'year': 2026, 'cited_by_count': 2}, {'year': 2025, 'cited_by_count': 17}, {'year': 2024, 'cited_by_count': 20}, {'year': 2023, 'cited_by_count': 39}, {'year': 2022, 'cited_by_count': 50}, {'year': 2021, 'cited_by_count': 38}, {'year': 2020, 'cited_by_count': 42}, {'year': 2019, 'cited_by_count': 37}, {'year': 2018, 'cited_by_count': 28}, {'year': 2017, 'cited_by_count': 23}, {'year': 2016, 'cited_by_count': 30}, {'year': 2015, 'cited_by_count': 29}, {'year': 2014, 'cited_by_count': 30}, {'year': 2013, 'cited_by_count': 18}, {'year': 2012, 'cited_by_count': 32}]",21.5892,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2057846043,Protein Flexibility in Ligand Docking and Virtual Screening to Protein Kinases,2004,Journal of Molecular Biology,https://doi.org/10.1016/j.jmb.2004.01.003,413,article,https://openalex.org/W2057846043,"[{'year': 2026, 'cited_by_count': 2}, {'year': 2025, 'cited_by_count': 5}, {'year': 2024, 'cited_by_count': 4}, {'year': 2023, 'cited_by_count': 7}, {'year': 2022, 'cited_by_count': 10}, {'year': 2021, 'cited_by_count': 19}, {'year': 2020, 'cited_by_count': 13}, {'year': 2019, 'cited_by_count': 7}, {'year': 2018, 'cited_by_count': 10}, {'year': 2017, 'cited_by_count': 9}, {'year': 2016, 'cited_by_count': 18}, {'year': 2015, 'cited_by_count': 20}, {'year': 2014, 'cited_by_count': 17}, {'year': 2013, 'cited_by_count': 20}, {'year': 2012, 'cited_by_count': 35}]",28.997,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W1969875513,Representing Receptor Flexibility in Ligand Docking through Relevant Normal Modes,2005,Journal of the American Chemical Society,https://doi.org/10.1021/ja042260c,286,article,https://openalex.org/W1969875513,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 6}, {'year': 2021, 'cited_by_count': 7}, {'year': 2020, 'cited_by_count': 12}, {'year': 2019, 'cited_by_count': 5}, {'year': 2018, 'cited_by_count': 5}, {'year': 2017, 'cited_by_count': 3}, {'year': 2016, 'cited_by_count': 11}, {'year': 2015, 'cited_by_count': 15}, {'year': 2014, 'cited_by_count': 16}, {'year': 2013, 'cited_by_count': 17}, {'year': 2012, 'cited_by_count': 23}]",23.8919,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W1974454557,Glucocorticoid Receptor Phosphorylation Differentially Affects Target Gene Expression,2008,Molecular Endocrinology,https://doi.org/10.1210/me.2007-0219,274,article,https://openalex.org/W1974454557,"[{'year': 2026, 'cited_by_count': 2}, {'year': 2025, 'cited_by_count': 5}, {'year': 2024, 'cited_by_count': 4}, {'year': 2023, 'cited_by_count': 20}, {'year': 2022, 'cited_by_count': 13}, {'year': 2021, 'cited_by_count': 12}, {'year': 2020, 'cited_by_count': 12}, {'year': 2019, 'cited_by_count': 11}, {'year': 2018, 'cited_by_count': 10}, {'year': 2017, 'cited_by_count': 18}, {'year': 2016, 'cited_by_count': 17}, {'year': 2015, 'cited_by_count': 24}, {'year': 2014, 'cited_by_count': 17}, {'year': 2013, 'cited_by_count': 30}, {'year': 2012, 'cited_by_count': 16}]",11.6021,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2078142106,Ligand Docking and Structure-based Virtual Screening in Drug Discovery,2007,Current Topics in Medicinal Chemistry,https://doi.org/10.2174/156802607780906753,267,review,https://openalex.org/W2078142106,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 10}, {'year': 2024, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 9}, {'year': 2022, 'cited_by_count': 14}, {'year': 2021, 'cited_by_count': 15}, {'year': 2020, 'cited_by_count': 31}, {'year': 2019, 'cited_by_count': 9}, {'year': 2018, 'cited_by_count': 13}, {'year': 2017, 'cited_by_count': 7}, {'year': 2016, 'cited_by_count': 15}, {'year': 2015, 'cited_by_count': 16}, {'year': 2014, 'cited_by_count': 14}, {'year': 2013, 'cited_by_count': 15}, {'year': 2012, 'cited_by_count': 18}]",21.1307,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2925328267,Exponential consensus ranking improves the outcome in docking and receptor ensemble docking,2019,Scientific Reports,https://doi.org/10.1038/s41598-019-41594-3,177,article,https://openalex.org/W2925328267,"[{'year': 2026, 'cited_by_count': 4}, {'year': 2025, 'cited_by_count': 22}, {'year': 2024, 'cited_by_count': 26}, {'year': 2023, 'cited_by_count': 25}, {'year': 2022, 'cited_by_count': 23}, {'year': 2021, 'cited_by_count': 43}, {'year': 2020, 'cited_by_count': 32}, {'year': 2019, 'cited_by_count': 2}]",19.9568,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4311326710,Machine Learning Toxicity Prediction: Latest Advances by Toxicity End Point,2022,ACS Omega,https://doi.org/10.1021/acsomega.2c05693,176,review,https://openalex.org/W4311326710,"[{'year': 2026, 'cited_by_count': 10}, {'year': 2025, 'cited_by_count': 87}, {'year': 2024, 'cited_by_count': 51}, {'year': 2023, 'cited_by_count': 27}, {'year': 2022, 'cited_by_count': 1}]",25.2619,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4313367649,How good are AlphaFold models for docking-based virtual screening?,2022,iScience,https://doi.org/10.1016/j.isci.2022.105920,173,article,https://openalex.org/W4313367649,"[{'year': 2026, 'cited_by_count': 6}, {'year': 2025, 'cited_by_count': 49}, {'year': 2024, 'cited_by_count': 71}, {'year': 2023, 'cited_by_count': 46}, {'year': 2022, 'cited_by_count': 1}]",25.1162,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2170665326,Discovery of Novel Chemotypes to a G-Protein-Coupled Receptor through Ligand-Steered Homology Modeling and Structure-Based Virtual Screening,2008,Journal of Medicinal Chemistry,https://doi.org/10.1021/jm070759m,169,article,https://openalex.org/W2170665326,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 6}, {'year': 2021, 'cited_by_count': 5}, {'year': 2020, 'cited_by_count': 13}, {'year': 2018, 'cited_by_count': 7}, {'year': 2017, 'cited_by_count': 9}, {'year': 2016, 'cited_by_count': 5}, {'year': 2015, 'cited_by_count': 10}, {'year': 2014, 'cited_by_count': 9}, {'year': 2013, 'cited_by_count': 14}, {'year': 2012, 'cited_by_count': 17}]",9.2921,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2066558593,High throughput screening for inhibitors of the HECT ubiquitin E3 ligase ITCH identifies antidepressant drugs as regulators of autophagy,2014,Cell Death and Disease,https://doi.org/10.1038/cddis.2014.113,129,article,https://openalex.org/W2066558593,"[{'year': 2025, 'cited_by_count': 12}, {'year': 2024, 'cited_by_count': 7}, {'year': 2023, 'cited_by_count': 8}, {'year': 2022, 'cited_by_count': 15}, {'year': 2021, 'cited_by_count': 10}, {'year': 2020, 'cited_by_count': 12}, {'year': 2019, 'cited_by_count': 11}, {'year': 2018, 'cited_by_count': 11}, {'year': 2017, 'cited_by_count': 9}, {'year': 2016, 'cited_by_count': 14}, {'year': 2015, 'cited_by_count': 18}, {'year': 2014, 'cited_by_count': 2}]",6.1121,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2191870413,"Open challenges in structure-based virtual screening: Receptor modeling, target flexibility consideration and active site water molecules description",2015,Archives of Biochemistry and Biophysics,https://doi.org/10.1016/j.abb.2015.08.002,121,review,https://openalex.org/W2191870413,"[{'year': 2026, 'cited_by_count': 2}, {'year': 2025, 'cited_by_count': 5}, {'year': 2024, 'cited_by_count': 8}, {'year': 2023, 'cited_by_count': 7}, {'year': 2022, 'cited_by_count': 8}, {'year': 2021, 'cited_by_count': 11}, {'year': 2020, 'cited_by_count': 24}, {'year': 2019, 'cited_by_count': 13}, {'year': 2018, 'cited_by_count': 15}, {'year': 2017, 'cited_by_count': 17}, {'year': 2016, 'cited_by_count': 8}, {'year': 2015, 'cited_by_count': 3}]",15.0721,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2038772855,Ligand and Decoy Sets for Docking to G Protein-Coupled Receptors,2011,Journal of Chemical Information and Modeling,https://doi.org/10.1021/ci200412p,107,article,https://openalex.org/W2038772855,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 3}, {'year': 2024, 'cited_by_count': 4}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 6}, {'year': 2021, 'cited_by_count': 12}, {'year': 2020, 'cited_by_count': 9}, {'year': 2019, 'cited_by_count': 9}, {'year': 2018, 'cited_by_count': 6}, {'year': 2017, 'cited_by_count': 6}, {'year': 2016, 'cited_by_count': 6}, {'year': 2015, 'cited_by_count': 16}, {'year': 2014, 'cited_by_count': 11}, {'year': 2013, 'cited_by_count': 12}, {'year': 2012, 'cited_by_count': 4}]",3.5178,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W3045996070,<i>In silico</i> Drug Repurposing for COVID‐19: Targeting SARS‐CoV‐2 Proteins through Docking and Consensus Ranking,2020,Molecular Informatics,https://doi.org/10.1002/minf.202000115,105,article,https://openalex.org/W3045996070,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 9}, {'year': 2023, 'cited_by_count': 7}, {'year': 2022, 'cited_by_count': 28}, {'year': 2021, 'cited_by_count': 45}, {'year': 2020, 'cited_by_count': 14}]",13.2275,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2894110362,Computational chemistry in drug lead discovery and design,2018,International Journal of Quantum Chemistry,https://doi.org/10.1002/qua.25678,87,article,https://openalex.org/W2894110362,"[{'year': 2025, 'cited_by_count': 12}, {'year': 2024, 'cited_by_count': 17}, {'year': 2023, 'cited_by_count': 10}, {'year': 2022, 'cited_by_count': 15}, {'year': 2021, 'cited_by_count': 14}, {'year': 2020, 'cited_by_count': 15}, {'year': 2019, 'cited_by_count': 3}, {'year': 2018, 'cited_by_count': 1}]",6.9511,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2801405255,Quantum Chemical Approaches in Structure-Based Virtual Screening and Lead Optimization,2018,Frontiers in Chemistry,https://doi.org/10.3389/fchem.2018.00188,83,review,https://openalex.org/W2801405255,"[{'year': 2026, 'cited_by_count': 2}, {'year': 2025, 'cited_by_count': 3}, {'year': 2024, 'cited_by_count': 9}, {'year': 2023, 'cited_by_count': 6}, {'year': 2022, 'cited_by_count': 10}, {'year': 2021, 'cited_by_count': 12}, {'year': 2020, 'cited_by_count': 30}, {'year': 2019, 'cited_by_count': 7}, {'year': 2018, 'cited_by_count': 4}]",10.703,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2952034853,The ULK1-FBXW5-SEC23B nexus controls autophagy,2018,eLife,https://doi.org/10.7554/elife.42253,81,article,https://openalex.org/W2952034853,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 8}, {'year': 2024, 'cited_by_count': 6}, {'year': 2023, 'cited_by_count': 7}, {'year': 2022, 'cited_by_count': 13}, {'year': 2021, 'cited_by_count': 22}, {'year': 2020, 'cited_by_count': 14}, {'year': 2019, 'cited_by_count': 10}]",7.6112,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2063273962,Docking-based virtual screening for ligands of G protein-coupled receptors: Not only crystal structures but also in silico models,2010,Journal of Molecular Graphics and Modelling,https://doi.org/10.1016/j.jmgm.2010.11.005,77,article,https://openalex.org/W2063273962,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 4}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 4}, {'year': 2019, 'cited_by_count': 5}, {'year': 2018, 'cited_by_count': 3}, {'year': 2017, 'cited_by_count': 5}, {'year': 2016, 'cited_by_count': 2}, {'year': 2015, 'cited_by_count': 9}, {'year': 2014, 'cited_by_count': 4}, {'year': 2013, 'cited_by_count': 10}, {'year': 2012, 'cited_by_count': 15}]",4.4938,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W3018036610,High-Throughput Docking Using Quantum Mechanical Scoring,2020,Frontiers in Chemistry,https://doi.org/10.3389/fchem.2020.00246,65,article,https://openalex.org/W3018036610,"[{'year': 2026, 'cited_by_count': 4}, {'year': 2025, 'cited_by_count': 5}, {'year': 2024, 'cited_by_count': 9}, {'year': 2023, 'cited_by_count': 5}, {'year': 2022, 'cited_by_count': 17}, {'year': 2021, 'cited_by_count': 14}, {'year': 2020, 'cited_by_count': 11}]",7.4581,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W3112885652,Artificial intelligence in the early stages of drug discovery,2020,Archives of Biochemistry and Biophysics,https://doi.org/10.1016/j.abb.2020.108730,59,review,https://openalex.org/W3112885652,"[{'year': 2025, 'cited_by_count': 7}, {'year': 2024, 'cited_by_count': 9}, {'year': 2023, 'cited_by_count': 12}, {'year': 2022, 'cited_by_count': 19}, {'year': 2021, 'cited_by_count': 12}]",6.2141,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W3005010714,Binding Free Energy Calculation Using Quantum Mechanics Aimed for Drug Lead Optimization,2020,Methods in molecular biology,https://doi.org/10.1007/978-1-0716-0282-9_16,47,review,https://openalex.org/W3005010714,"[{'year': 2026, 'cited_by_count': 2}, {'year': 2025, 'cited_by_count': 5}, {'year': 2024, 'cited_by_count': 11}, {'year': 2023, 'cited_by_count': 10}, {'year': 2022, 'cited_by_count': 8}, {'year': 2021, 'cited_by_count': 8}, {'year': 2020, 'cited_by_count': 3}]",17.4817,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W3095231304,Functional and druggability analysis of the SARS-CoV-2 proteome,2020,European Journal of Pharmacology,https://doi.org/10.1016/j.ejphar.2020.173705,39,article,https://openalex.org/W3095231304,"[{'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 8}, {'year': 2021, 'cited_by_count': 25}, {'year': 2020, 'cited_by_count': 1}]",0.9362,False
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W3210124855,Combination of pose and rank consensus in docking-based virtual screening: the best of both worlds,2021,RSC Advances,https://doi.org/10.1039/d1ra05785e,37,article,https://openalex.org/W3210124855,"[{'year': 2026, 'cited_by_count': 2}, {'year': 2025, 'cited_by_count': 8}, {'year': 2024, 'cited_by_count': 12}, {'year': 2023, 'cited_by_count': 8}, {'year': 2022, 'cited_by_count': 6}, {'year': 2021, 'cited_by_count': 1}]",4.2911,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2968204875,De novo design approaches targeting an envelope protein pocket to identify small molecules against dengue virus,2019,European Journal of Medicinal Chemistry,https://doi.org/10.1016/j.ejmech.2019.111628,36,article,https://openalex.org/W2968204875,"[{'year': 2026, 'cited_by_count': 2}, {'year': 2025, 'cited_by_count': 6}, {'year': 2024, 'cited_by_count': 7}, {'year': 2023, 'cited_by_count': 5}, {'year': 2022, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 6}, {'year': 2020, 'cited_by_count': 6}]",3.6049,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2715258723,Discovery of novel dengue virus entry inhibitors via a structure-based approach,2017,Bioorganic & Medicinal Chemistry Letters,https://doi.org/10.1016/j.bmcl.2017.06.049,32,article,https://openalex.org/W2715258723,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 3}, {'year': 2019, 'cited_by_count': 3}, {'year': 2018, 'cited_by_count': 14}, {'year': 2017, 'cited_by_count': 1}]",4.9481,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W4362736917,The Impact of Supervised Learning Methods in Ultralarge High-Throughput Docking,2023,Journal of Chemical Information and Modeling,https://doi.org/10.1021/acs.jcim.2c01471,30,review,https://openalex.org/W4362736917,"[{'year': 2026, 'cited_by_count': 3}, {'year': 2025, 'cited_by_count': 10}, {'year': 2024, 'cited_by_count': 12}, {'year': 2023, 'cited_by_count': 5}]",6.0826,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W3186302820,A Machine Learning Model to Predict Drug Transfer Across the Human Placenta Barrier,2021,Frontiers in Chemistry,https://doi.org/10.3389/fchem.2021.714678,22,article,https://openalex.org/W3186302820,"[{'year': 2026, 'cited_by_count': 3}, {'year': 2025, 'cited_by_count': 2}, {'year': 2024, 'cited_by_count': 9}, {'year': 2023, 'cited_by_count': 5}, {'year': 2022, 'cited_by_count': 3}]",2.5155,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W1965269517,High-throughput and<i>in silico</i>screenings in drug discovery,2009,Expert Opinion on Drug Discovery,https://doi.org/10.1517/17460440903190961,97,article,https://openalex.org/W1965269517,"[{'year': 2025, 'cited_by_count': 11}, {'year': 2024, 'cited_by_count': 8}, {'year': 2023, 'cited_by_count': 6}, {'year': 2022, 'cited_by_count': 11}, {'year': 2021, 'cited_by_count': 10}, {'year': 2020, 'cited_by_count': 12}, {'year': 2019, 'cited_by_count': 5}, {'year': 2018, 'cited_by_count': 3}, {'year': 2016, 'cited_by_count': 5}, {'year': 2015, 'cited_by_count': 8}, {'year': 2014, 'cited_by_count': 1}, {'year': 2013, 'cited_by_count': 2}, {'year': 2012, 'cited_by_count': 2}]",5.3039,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W2060481506,"2,3‐Dihydro‐1‐Benzofuran Derivatives as a Series of Potent Selective Cannabinoid Receptor 2 Agonists: Design, Synthesis, and Binding Mode Prediction through Ligand‐Steered Modeling",2009,ChemMedChem,https://doi.org/10.1002/cmdc.200900226,86,article,https://openalex.org/W2060481506,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 7}, {'year': 2023, 'cited_by_count': 8}, {'year': 2022, 'cited_by_count': 8}, {'year': 2021, 'cited_by_count': 6}, {'year': 2020, 'cited_by_count': 2}, {'year': 2019, 'cited_by_count': 10}, {'year': 2018, 'cited_by_count': 7}, {'year': 2017, 'cited_by_count': 2}, {'year': 2016, 'cited_by_count': 2}, {'year': 2015, 'cited_by_count': 5}, {'year': 2014, 'cited_by_count': 4}, {'year': 2013, 'cited_by_count': 4}, {'year': 2012, 'cited_by_count': 8}]",5.5727,True
"Cavasotto, C. N.",Claudio N. Cavasotto,0000-0002-1372-0379,https://openalex.org/W1990152357,Isoform Selectivity of Adenylyl Cyclase Inhibitors: Characterization of Known and Novel Compounds,2013,Journal of Pharmacology and Experimental Therapeutics,https://doi.org/10.1124/jpet.113.208157,82,article,https://openalex.org/W1990152357,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 7}, {'year': 2023, 'cited_by_count': 5}, {'year': 2022, 'cited_by_count': 6}, {'year': 2021, 'cited_by_count': 10}, {'year': 2020, 'cited_by_count': 2}, {'year': 2019, 'cited_by_count': 4}, {'year': 2018, 'cited_by_count': 10}, {'year': 2017, 'cited_by_count': 12}, {'year': 2016, 'cited_by_count': 6}, {'year': 2015, 'cited_by_count': 7}, {'year': 2014, 'cited_by_count': 7}, {'year': 2013, 'cited_by_count': 2}]",3.2168,True
